Group No;Group Name;Name;Sub Name;Repeater Call Sign;Gateway Call Sign;Frequency;Dup;Offset;Mode;TONE;Repeater Tone;RPT1USE;Position;Latitude;Longitude;UTC Offset
19;Rio de Janeiro;Rio de Janeiro;;;;146.810000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-22.976667;-43.195083;-3:00
19;Rio de Janeiro;Rio de Janeiro;;;;146.970000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-22.976667;-43.195083;-3:00
19;Rio de Janeiro;Rio de Janeiro;;PY1JPA;;146.730000;DUP-;0.600000;FM;TONE;88.5Hz;YES;Approximate;-22.968133;-43.390700;-3:00
19;Rio de Janeiro;Rio de Janeiro;;PY1ABA;;147.030000;DUP+;0.600000;FM;TONE;88.5Hz;YES;Approximate;-22.282283;-42.534183;-3:00
19;Rio de Janeiro;Rio de Janeiro;;PY1LAE;;146.890000;DUP-;0.600000;FM;TONE;100.0Hz;YES;Approximate;-22.799900;-43.502600;-3:00
19;Rio de Janeiro;Rio de Janeiro;;;;439.100000;DUP-;5.000000;FM;OFF;88.5Hz;YES;Approximate;-22.976667;-43.195083;-3:00
19;Rio de Janeiro;Rio de Janeiro;;;;439.350000;DUP-;5.000000;FM;OFF;88.5Hz;YES;Approximate;-22.976667;-43.195083;-3:00
19;Rio de Janeiro;Rio de Janeiro;;;;439.600000;DUP-;5.000000;FM;OFF;88.5Hz;YES;Approximate;-22.976667;-43.195083;-3:00
19;Rio de Janeiro;Rio de Janeiro;;;;439.900000;DUP-;5.000000;FM;OFF;88.5Hz;YES;Approximate;-22.976667;-43.195083;-3:00
19;Rio de Janeiro;S Pedro daAldeia;;PY1UEB;;147.240000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-22.880800;-43.103900;-3:00
19;Rio de Janeiro;Sao Fidelis;;;;147.390000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-21.642900;-41.758567;-3:00
19;Rio de Janeiro;Sao Goncalo;LABRE;;;146.630000;DUP-;0.600000;FM;TONE;100.0Hz;YES;Approximate;-22.796683;-43.039183;-3:00
19;Rio de Janeiro;Sao Joao dMeriti;;;;147.380000;DUP+;0.600000;FM;TONE;103.5Hz;YES;Approximate;-22.790800;-43.369933;-3:00
19;Rio de Janeiro;Saquarema;;;;147.060000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-22.930783;-42.496383;-3:00
19;Rio de Janeiro;Sta Maria Madal.;;;;146.810000;DUP-;0.600000;FM;TONE;100.0Hz;YES;Approximate;-21.970100;-41.999267;-3:00
19;Rio de Janeiro;Teresopolis;;;;146.630000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-22.412383;-42.966700;-3:00
19;Rio de Janeiro;Teresopolis;;PY1TPS;;146.650000;DUP-;0.600000;FM;TONE;69.3Hz;YES;Approximate;-22.412383;-42.966700;-3:00
19;Rio de Janeiro;Teresopolis;;;;147.090000;DUP+;0.600000;FM;TONE;67.0Hz;YES;Approximate;-22.412383;-42.966700;-3:00
19;Rio de Janeiro;Teresopolis;;PY1SVL;;146.830000;DUP-;0.600000;FM;TONE;100.0Hz;YES;Approximate;-22.529683;-42.984500;-3:00
19;Rio de Janeiro;Teresopolis;;;;439.650000;DUP-;5.000000;FM;TONE;100.0Hz;YES;Approximate;-22.412383;-42.966700;-3:00
19;Rio de Janeiro;Tres Rios;;;;147.180000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-22.118283;-43.209200;-3:00
19;Rio de Janeiro;Valenca;;;;146.910000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-22.246267;-43.703483;-3:00
19;Rio de Janeiro;Volta Redonda;;;;146.930000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-22.525483;-44.104800;-3:00
20;Rio Gr. do Norte;Acari;;;;145.470000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-6.049333;-37.032283;-3:00
20;Rio Gr. do Norte;Caico;;;;146.610000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-6.467150;-37.083983;-3:00
20;Rio Gr. do Norte;Campo Redondo;;;;146.190000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-6.268400;-36.177867;-3:00
20;Rio Gr. do Norte;Cerro Cora;;;;147.660000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-6.057400;-36.354900;-3:00
20;Rio Gr. do Norte;Joao Camara;;;;147.810000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-5.540517;-35.811400;-3:00
20;Rio Gr. do Norte;Martins;;;;146.370000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-6.113183;-37.930983;-3:00
20;Rio Gr. do Norte;Mossoro;;;;144.900000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-5.187950;-37.344100;-3:00
20;Rio Gr. do Norte;Natal;;;;145.290000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-6.057400;-36.354900;-3:00
20;Rio Gr. do Norte;Natal;;;;146.010000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-5.794767;-35.211200;-3:00
20;Rio Gr. do Norte;Serra de S Bento;;PS7GRN;;145.210000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-6.422150;-35.721083;-3:00
20;Rio Gr. do Norte;Serra do Mel;;;;146.210000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-5.208600;-37.055400;-3:00
21;Rio Gr. do Sul;Bento Goncalves;;;;145.270000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-29.174283;-51.518500;-3:00
21;Rio Gr. do Sul;Camaqua;;;;146.130000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-30.850200;-51.812500;-3:00
21;Rio Gr. do Sul;Candelaria;;;;437.750000;DUP-;5.000000;FM;OFF;88.5Hz;YES;Approximate;-29.681400;-52.798800;-3:00
21;Rio Gr. do Sul;Cangucu;;;;145.470000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-31.394567;-52.686000;-3:00
21;Rio Gr. do Sul;Cangucu;;;;147.750000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-31.394567;-52.686000;-3:00
21;Rio Gr. do Sul;Canoas;;;;147.050000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-29.828800;-51.144183;-3:00
21;Rio Gr. do Sul;Caxias do Sul;;;;147.740000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-29.167900;-51.179400;-3:00
21;Rio Gr. do Sul;Caxias do Sul;;;;147.900000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-29.167900;-51.179400;-3:00
21;Rio Gr. do Sul;Farroupilha;;;;146.390000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-29.224567;-51.351000;-3:00
21;Rio Gr. do Sul;Flores da Cunha;;;;146.090000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-29.030883;-51.191600;-3:00
21;Rio Gr. do Sul;Flores da Cunha;;;;146.150000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-29.030883;-51.191600;-3:00
21;Rio Gr. do Sul;Gramado;;;;146.610000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-29.368700;-50.878383;-3:00
21;Rio Gr. do Sul;Ibiruba;;;;146.690000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-28.628967;-53.078967;-3:00
21;Rio Gr. do Sul;Igrejinha;;;;439.500000;DUP-;5.000000;FM;OFF;88.5Hz;YES;Approximate;-29.574367;-50.787783;-3:00
21;Rio Gr. do Sul;Porto Alegre;;;;439.100000;DUP-;5.000000;FM;TONE;123.0Hz;YES;Approximate;-30.034267;-51.228000;-3:00
21;Rio Gr. do Sul;Riozinho;;;;146.210000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-29.616500;-50.461883;-3:00
21;Rio Gr. do Sul;Riozinho;;;;439.700000;DUP-;5.000000;FM;OFF;88.5Hz;YES;Approximate;-29.616500;-50.461883;-3:00
21;Rio Gr. do Sul;Sao Jeronimo;;;;147.690000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-29.958583;-51.722300;-3:00
21;Rio Gr. do Sul;Sao Leopoldo;;PY3KDA B;PY3KDA G;439.450000;DUP-;5.000000;DV;OFF;88.5Hz;YES;Approximate;-29.735167;-51.169667;-3:00
21;Rio Gr. do Sul;Serio;;;;147.820000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-29.383367;-52.224483;-3:00
21;Rio Gr. do Sul;Sta Cruz do Sul;;;;145.290000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-29.713100;-52.430183;-3:00
21;Rio Gr. do Sul;Sta Cruz do Sul;;;;145.470000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-29.713100;-52.430183;-3:00
21;Rio Gr. do Sul;Teutonia;;;;146.250000;DUP+;0.600000;FM;TONE;67.0Hz;YES;Approximate;-29.449100;-51.813200;-3:00
21;Rio Gr. do Sul;Viamao;;;;146.830000;DUP-;0.600000;FM;TONE;123.0Hz;YES;Approximate;-30.088367;-51.023200;-3:00
21;Rio Gr. do Sul;Vila Nova do Sul;;;;439.150000;DUP-;5.000000;FM;OFF;88.5Hz;YES;Approximate;-29.030883;-51.191600;-3:00
22;Rondonia;Porto Velho;;;;146.970000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-8.761650;-63.902000;-4:00
23;Roraima;Boa Vista;;;;146.340000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;2.819400;-60.671367;-4:00
24;Santa Catarina;Ararangua;;;;145.490000;DUP-;0.600000;FM;TONE;88.5Hz;YES;Approximate;-29.052600;-49.795700;-3:00
24;Santa Catarina;Aurora;;;;145.470000;DUP-;0.600000;FM;TONE;100.0Hz;YES;Approximate;-27.313433;-49.636317;-3:00
24;Santa Catarina;Blumenau;;;;145.450000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-26.919200;-49.065883;-3:00
24;Santa Catarina;Blumenau;;PP5REU;;147.390000;DUP+;0.600000;FM;TONE;100.0Hz;YES;Approximate;-26.919200;-49.065883;-3:00
24;Santa Catarina;Blumenau;;;;147.180000;DUP+;0.600000;FM;TONE;100.0Hz;YES;Approximate;-26.919200;-49.065883;-3:00
24;Santa Catarina;Blumenau;;;;439.100000;DUP-;5.000000;FM;OFF;88.5Hz;YES;Approximate;-26.919200;-49.065883;-3:00
24;Santa Catarina;Blumenau;;PP5UMC;;439.500000;DUP-;5.000000;FM;TONE;100.0Hz;YES;Approximate;-26.919200;-49.065883;-3:00
24;Santa Catarina;Bom Retiro;;;;146.050000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-26.923900;-49.362883;-3:00
24;Santa Catarina;Bom Retiro;;;;146.610000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-26.923900;-49.362883;-3:00
24;Santa Catarina;Bom Retiro;;;;439.600000;DUP-;5.000000;FM;OFF;88.5Hz;YES;Approximate;-26.923900;-49.362883;-3:00
24;Santa Catarina;Brusque;;;;146.730000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-27.098600;-48.918383;-3:00
24;Santa Catarina;Brusque;;;;147.900000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-27.098600;-48.918383;-3:00
24;Santa Catarina;Cacador;;;;147.690000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-26.788600;-51.028083;-3:00
24;Santa Catarina;Campo Alegre;;;;145.310000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-26.193500;-49.265567;-3:00
24;Santa Catarina;Correia Pinto;;;;146.150000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-27.587083;-50.366400;-3:00
24;Santa Catarina;Criciuma;;;;145.210000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-28.677983;-49.371600;-3:00
24;Santa Catarina;Florianopolis;;;;145.350000;DUP-;0.600000;FM;TONE;88.5Hz;YES;Approximate;-27.587200;-48.533267;-3:00
24;Santa Catarina;Florianopolis;;;;146.870000;DUP-;0.600000;FM;TONE;88.5Hz;YES;Approximate;-27.612167;-48.485267;-3:00
24;Santa Catarina;Garuva;;;;146.220000;DUP+;0.600000;FM;TONE;100.0Hz;YES;Approximate;-26.026567;-48.854983;-3:00
24;Santa Catarina;Garuva;;;;439.800000;DUP-;5.000000;FM;OFF;88.5Hz;YES;Approximate;-26.026567;-48.854983;-3:00
24;Santa Catarina;Gov. Celso Ramos;;;;147.100000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-27.315383;-48.558783;-3:00
24;Santa Catarina;Imbituba;;;;146.610000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-28.237400;-48.671683;-3:00
24;Santa Catarina;Itaiopolis;;;;146.690000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-26.270500;-49.919300;-3:00
24;Santa Catarina;Itaiopolis;;;;439.750000;DUP-;5.000000;FM;OFF;88.5Hz;YES;Approximate;-26.270500;-49.919300;-3:00
24;Santa Catarina;Itajai;;;;145.270000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-26.908300;-48.662600;-3:00
24;Santa Catarina;Itajai;;;;146.190000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-26.908300;-48.662600;-3:00
24;Santa Catarina;Itajai;;;;147.870000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-26.908300;-48.662600;-3:00
24;Santa Catarina;Itajai;;;;438.270000;DUP-;5.000000;FM;OFF;88.5Hz;YES;Approximate;-27.025400;-48.654700;-3:00
24;Santa Catarina;Jaragua do Sul;;;;146.950000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-26.484367;-49.068083;-3:00
24;Santa Catarina;Joinville;;;;147.000000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-26.305783;-48.846000;-3:00
24;Santa Catarina;Joinville;;;;145.430000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-26.305783;-48.846000;-3:00
24;Santa Catarina;Joinville;;;;439.900000;DUP-;5.000000;FM;OFF;88.5Hz;YES;Approximate;-26.305783;-48.846000;-3:00
24;Santa Catarina;Laguna;;;;147.030000;DUP+;0.600000;FM;TONE;88.5Hz;YES;Approximate;-28.474800;-48.783767;-3:00
24;Santa Catarina;Mafra;Restinga;PP5MAF;;146.890000;DUP-;0.600000;FM;TONE;110.9Hz;YES;Exact;-26.125583;-49.823683;-3:00
24;Santa Catarina;Mirim Doce;;;;147.900000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-27.188667;-50.131083;-3:00
24;Santa Catarina;Mirim Doce;;;;147.060000;DUP+;0.600000;FM;TONE;136.5Hz;YES;Approximate;-27.273883;-50.129467;-3:00
24;Santa Catarina;Mirim Doce;;;;147.330000;DUP+;0.600000;FM;TONE;123.0Hz;YES;Approximate;-27.188667;-50.131083;-3:00
24;Santa Catarina;Nova Trento;;;;147.000000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-27.286167;-48.929683;-3:00
24;Santa Catarina;Pescaria Brava;;;;146.760000;DUP-;0.600000;FM;TONE;88.5Hz;YES;Approximate;-28.482583;-48.781500;-3:00
24;Santa Catarina;Pomerode;;;;146.320000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-26.740800;-49.175883;-3:00
24;Santa Catarina;Pomerode;;;;439.000000;DUP-;5.000000;FM;TONE;67.0Hz;YES;Approximate;-26.740800;-49.175883;-3:00
24;Santa Catarina;Presid. Getulio;;;;146.370000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-27.069267;-49.692183;-3:00
24;Santa Catarina;Rancho Queimado;;;;147.360000;DUP+;0.600000;FM;TONE;88.5Hz;YES;Approximate;-27.680967;-49.005900;-3:00
24;Santa Catarina;Rancho Queimado;;;;147.210000;DUP+;0.600000;FM;TONE;131.8Hz;YES;Approximate;-27.695733;-49.142700;-3:00
24;Santa Catarina;Rio do Sul;Centro;;;147.720000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-27.214500;-49.643500;-3:00
24;Santa Catarina;Rio do Sul;Morro;;;145.230000;DUP-;0.600000;FM;TONE;88.5Hz;YES;Exact;-27.217817;-49.672583;-3:00
24;Santa Catarina;Rio do Sul;Morro;;;145.390000;DUP-;0.600000;FM;TONE;123.0Hz;YES;Exact;-27.217817;-49.672583;-3:00
24;Santa Catarina;Rio do Sul;Morro;;;439.300000;DUP-;5.000000;FM;TONE;203.5Hz;YES;Exact;-27.217817;-49.672583;-3:00
24;Santa Catarina;Rodeio;Morro;;;147.120000;DUP+;0.600000;FM;TONE;100.0Hz;YES;Exact;-26.867767;-49.401050;-3:00
24;Santa Catarina;Sao Bento do Sul;;;;147.840000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-26.253200;-49.381683;-3:00
24;Santa Catarina;Sao Bento do Sul;;;;438.750000;DUP-;5.000000;FM;OFF;88.5Hz;YES;Approximate;-26.253200;-49.381683;-3:00
24;Santa Catarina;Sao Joao Batista;;;;146.250000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-27.316467;-48.884600;-3:00
24;Santa Catarina;Sao Jose;;;;147.330000;DUP+;0.600000;FM;TONE;67.0Hz;YES;Approximate;-27.548067;-48.639267;-3:00
24;Santa Catarina;Sao Jose;;;;439.050000;DUP-;5.000000;FM;TONE;100.0Hz;YES;Approximate;-27.611400;-48.636283;-3:00
24;Santa Catarina;Taio;;;;147.150000;DUP+;0.600000;FM;TONE;123.0Hz;YES;Approximate;-27.120817;-50.037200;-3:00
24;Santa Catarina;Urussanga;;;;145.410000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-28.534267;-49.319000;-3:00
25;Sao Paulo;Aguas da Prata;;PY2KSS;;145.370000;DUP-;0.600000;FM;TONE;82.5Hz;YES;Approximate;-21.951333;-46.743667;-3:00
25;Sao Paulo;Aguas da Prata;;PY2KSS;;439.000000;DUP-;5.000000;FM;TONE;82.5Hz;YES;Approximate;-21.951333;-46.743667;-3:00
25;Sao Paulo;Altinopolis;;PY2KBT B;PY2KBT G;439.725000;DUP-;5.000000;DV;OFF;88.5Hz;YES;Approximate;-21.024067;-47.374067;-3:00
25;Sao Paulo;Altinopolis;;;;146.930000;DUP-;0.600000;FM;TONE;123.0Hz;YES;Approximate;-21.024067;-47.374067;-3:00
25;Sao Paulo;Americana;;PY2KJZ;;146.770000;DUP-;0.600000;FM;TONE;74.4Hz;YES;Approximate;-22.739267;-47.331900;-3:00
25;Sao Paulo;Americana;;PY2KJF;;439.550000;DUP-;5.000000;FM;TONE;74.4Hz;YES;Approximate;-22.739267;-47.331900;-3:00
25;Sao Paulo;Amparo;;;;145.470000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-22.701583;-46.764400;-3:00
25;Sao Paulo;Amparo;;;;146.930000;DUP-;0.600000;FM;TONE;123.0Hz;YES;Approximate;-22.660150;-46.753250;-3:00
25;Sao Paulo;Araraquara;;;;146.690000;DUP-;0.600000;FM;TONE;77.0Hz;YES;Approximate;-21.778717;-48.180217;-3:00
25;Sao Paulo;Araras;;PY2KAW;;146.890000;DUP-;0.600000;FM;TONE;77.0Hz;YES;Approximate;-22.358200;-47.384967;-3:00
25;Sao Paulo;Araras;;PY2KAW;;439.275000;DUP-;5.000000;FM;TONE;77.0Hz;YES;Approximate;-22.360433;-47.379783;-3:00
25;Sao Paulo;Artur Nogueira;;PY2KCA C;PY2KCA G;145.230000;DUP-;0.600000;DV;OFF;88.5Hz;YES;Approximate;-22.573200;-47.173083;-3:00
25;Sao Paulo;Atibaia;ANALOGIC;PY2KJP;;439.675000;DUP-;5.000000;FM;TSQL;91.5Hz;YES;Exact;-23.122667;-46.504000;-3:00
25;Sao Paulo;Atibaia;;PY2KJP B;PY2KJP G;439.675000;DUP-;5.000000;DV;OFF;88.5Hz;YES;Exact;-23.122667;-46.504000;-3:00
25;Sao Paulo;Bauru;;PY2KAH;;146.850000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-22.315383;-49.061500;-3:00
25;Sao Paulo;Bauru;;PY2KDA B;PY2KDA G;439.450000;DUP-;5.000000;DV;OFF;88.5Hz;YES;Approximate;-22.538833;-49.076167;-3:00
25;Sao Paulo;Bauru;;PY2KDE;;147.180000;DUP+;0.600000;FM;TONE;77.0Hz;YES;Approximate;-22.358200;-49.077800;-3:00
25;Sao Paulo;Birigui;;;;147.300000;DUP+;0.600000;FM;TONE;100.0Hz;YES;Approximate;-21.303483;-50.382300;-3:00
25;Sao Paulo;Botucatu;;PY2KDK;;145.450000;DUP-;0.600000;FM;TONE;77.0Hz;YES;Approximate;-22.893333;-48.488933;-3:00
25;Sao Paulo;Botucatu;;PY2KDL;;439.400000;DUP-;5.000000;FM;TONE;77.0Hz;YES;Approximate;-22.893333;-48.488933;-3:00
25;Sao Paulo;Botucatu;;PY2BJO;;439.650000;DUP-;5.000000;FM;TONE;123.0Hz;YES;Approximate;-22.893333;-48.488933;-3:00
25;Sao Paulo;Braganca Paulist;;PY2KGL;;439.975000;DUP-;5.000000;FM;TONE;91.5Hz;YES;Approximate;-22.928600;-46.477183;-3:00
25;Sao Paulo;Cabreuva;;PY2KSC;;145.270000;DUP-;0.600000;FM;TONE;123.0Hz;YES;Approximate;-23.305900;-47.131900;-3:00
25;Sao Paulo;Cabreuva;HIBRIDA;;;146.670000;DUP-;0.600000;FM;TSQL;71.9Hz;YES;Approximate;-23.305900;-47.131900;-3:00
25;Sao Paulo;Cabreuva;;;;146.970000;DUP-;0.600000;FM;TONE;123.0Hz;YES;Approximate;-23.305900;-47.131900;-3:00
25;Sao Paulo;Cabreuva;;;;439.750000;DUP-;5.000000;FM;TONE;123.0Hz;YES;Approximate;-23.305900;-47.131900;-3:00
25;Sao Paulo;Cajati;;PY2KEV;;145.470000;DUP-;0.600000;FM;TONE;123.0Hz;YES;Approximate;-24.730017;-48.108233;-3:00
25;Sao Paulo;Campinas;;PY2KAA;;146.870000;DUP-;0.600000;FM;TONE;82.5Hz;YES;Approximate;-22.890300;-47.166667;-3:00
25;Sao Paulo;Campinas;;PY2TIA B;PY2TIA G;439.600000;DUP-;5.000000;DV;OFF;88.5Hz;YES;Approximate;-22.871383;-47.049167;-3:00
25;Sao Paulo;Campinas;;PY2KKK;;439.500000;DUP-;5.000000;FM;TONE;82.5Hz;YES;Approximate;-22.890300;-47.166667;-3:00
25;Sao Paulo;Campinas;;PY2KFI;;439.800000;DUP-;5.000000;FM;TONE;79.7Hz;YES;Approximate;-22.890300;-47.166667;-3:00
25;Sao Paulo;Campos do Jordao;;PY2KAS;;439.225000;DUP-;5.000000;FM;TONE;79.7Hz;YES;Approximate;-22.738167;-45.584833;-3:00
25;Sao Paulo;Cubatao;;;;146.770000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-23.892583;-46.428183;-3:00
25;Sao Paulo;Duartina;;PY2KGI;;146.770000;DUP-;0.600000;FM;TONE;77.0Hz;YES;Approximate;-22.425817;-49.410533;-3:00
25;Sao Paulo;Duartina;;PY2KJH;;439.150000;DUP-;5.000000;FM;TONE;88.5Hz;YES;Approximate;-22.425817;-49.410533;-3:00
25;Sao Paulo;ES do Pinhal;;;;145.490000;DUP-;0.600000;FM;TONE;88.5Hz;YES;Approximate;-22.194083;-46.750767;-3:00
25;Sao Paulo;Fartura;;;;145.370000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-23.392200;-49.516967;-3:00
25;Sao Paulo;Fartura;;;;439.950000;DUP-;5.000000;FM;OFF;88.5Hz;YES;Approximate;-23.392200;-49.516967;-3:00
25;Sao Paulo;Fernandopolis;;PY2KQV;;147.270000;DUP+;0.600000;FM;TONE;100.0Hz;YES;Approximate;-20.303667;-50.244500;-3:00
25;Sao Paulo;Garca;;PY2KEA;;439.975000;DUP-;5.000000;FM;TONE;77.0Hz;YES;Approximate;-22.222217;-49.710250;-3:00
25;Sao Paulo;Guaratingueta;;;;146.850000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-22.817167;-45.197283;-3:00
25;Sao Paulo;Guariba;;PY2KCG;;145.290000;DUP-;0.600000;FM;TONE;123.0Hz;YES;Approximate;-21.362333;-48.228000;-3:00
25;Sao Paulo;Indaiatuba;;PY2KBF;;147.060000;DUP+;0.600000;FM;TONE;88.5Hz;YES;Approximate;-23.087200;-47.222300;-3:00
25;Sao Paulo;Ipaussu;;;;145.310000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-23.054100;-49.621383;-3:00
25;Sao Paulo;Itapec. da Serra;;PY2KBX;;146.610000;DUP-;0.600000;FM;TONE;123.0Hz;YES;Approximate;-23.717883;-46.848700;-3:00
25;Sao Paulo;Itapeva;;PY2KRU;;439.400000;DUP-;5.000000;FM;TONE;123.0Hz;YES;Approximate;-23.888500;-48.917667;-3:00
25;Sao Paulo;Itapevi;;PY2KBH C;PY2KBH G;145.430000;DUP-;0.600000;DV;OFF;88.5Hz;YES;Approximate;-23.541967;-46.925200;-3:00
25;Sao Paulo;Itatinga;;PY2KAD;;145.350000;DUP-;0.600000;FM;TONE;77.0Hz;YES;Approximate;-23.079133;-48.472667;-3:00
25;Sao Paulo;Jaboticabal;;;;145.430000;DUP-;0.600000;FM;TONE;100.0Hz;YES;Approximate;-21.255500;-48.322200;-3:00
25;Sao Paulo;Jau;;PY2KCJ;;147.000000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-22.334983;-48.551917;-3:00
25;Sao Paulo;Joanopolis;;PY2KGV C;PY2KGV G;145.310000;DUP-;0.600000;DV;OFF;88.5Hz;YES;Approximate;-22.888583;-46.321933;-3:00
25;Sao Paulo;Joanopolis;ANALOGIC;PY2KGV;;145.310000;DUP-;0.600000;FM;TSQL;91.5Hz;YES;Approximate;-22.888583;-46.321933;-3:00
25;Sao Paulo;Joanopolis;;PY2KGV B;PY2KGV G;439.350000;DUP-;5.000000;DV;OFF;88.5Hz;YES;Approximate;-22.888583;-46.321933;-3:00
25;Sao Paulo;Joanopolis;ANALOGIC;PY2KGV;;439.350000;DUP-;5.000000;FM;TSQL;91.5Hz;YES;Approximate;-22.888583;-46.321933;-3:00
25;Sao Paulo;Jundiai;;PY2KDO;;147.330000;DUP+;0.600000;FM;TONE;74.4Hz;YES;Approximate;-23.199800;-46.880683;-3:00
25;Sao Paulo;Jundiai;;;;438.500000;DUP-;5.000000;FM;TONE;74.4Hz;YES;Approximate;-23.199800;-46.880683;-3:00
25;Sao Paulo;Limeira;;PY2APU;;439.700000;DUP-;5.000000;FM;TONE;85.4Hz;YES;Approximate;-22.564800;-47.402667;-3:00
25;Sao Paulo;Lins;;;;145.210000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-21.685400;-49.743800;-3:00
25;Sao Paulo;Lins;;;;146.830000;DUP-;0.600000;FM;TONE;77.0Hz;YES;Approximate;-21.685400;-49.743800;-3:00
25;Sao Paulo;Mairipora;;PY2KRJ C;PY2KRJ G;147.180000;DUP+;0.600000;DV;OFF;88.5Hz;YES;Approximate;-23.317867;-46.587200;-3:00
25;Sao Paulo;Mairipora;;PY2LSP;;145.250000;DUP-;0.600000;FM;TONE;123.0Hz;YES;Approximate;-23.317833;-46.587167;-3:00
25;Sao Paulo;Mairipora;;;;146.750000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-23.317867;-46.587200;-3:00
